time	FP1	FPZ	FP2	F7	F3	FZ	F4	F8	FT7	FC3	FCZ	FC4	FT8	T7	C3	CZ	C4	T8	TP7	CP3	CPZ	CP4	TP8	P7	P3	PZ	P4	P8	PO3	POZ	PO4	O1	OZ	O2
-200	0.4522641587759742	0.48399549600474395	0.8612958767126134	0.18221782101878792	0.6450346095965723	0.5387645350205181	0.5530484900816531	0.22546158674060154	0.38992807170649	0.7077239733947484	1.1525573701369474	0.8450290539387418	0.168044417672271	0.34376901301375	0.9635269617549503	1.5546880921212376	1.0472202274585622	0.9460353231386815	-0.4116724123097787	1.0497723791321112	1.708708401180616	1.4341171943696196	1.3926447594767688	0.7537654619259657	0.935118494057052	0.7865407447030183	1.6782314735002997	1.1974276274012854	1.3465983833646922	0.3963231434352628	1.2091836898792336	0.7467488627653667	0.43294170389540687	0.45550045256052796
-196	1.2319842545875979	0.07577804456890604	0.7626871447380659	0.11645141214533476	0.9503802037086139	0.7119598370696617	0.006031192823918363	0.13048563864665255	0.030718218457628815	1.0036623452595752	1.355593677912904	0.6517686231370047	-0.1045011353834569	0.14468800985045716	1.0955762835498537	1.6979242520379214	0.8085321167559549	0.9600045060715524	-0.3266195646622728	1.2522382704590078	1.8176491214637336	1.1682146758148848	1.3674199546622205	0.7402462940600129	1.258180615109532	0.8820055104875362	1.4691984616379206	1.0403925154167795	1.5163125953538077	0.46536028267670176	1.1356018752990795	0.7183541637403767	0.4338740695489519	0.4813521492249187
-192	1.869628543901773	-0.019859231958317444	0.55413746693895	0.016127521131447792	1.200326439687973	0.7120020967627008	-0.36486008671194975	0.04997520136136594	-0.33256900226550756	1.1902484863747942	1.4660918675600705	0.49758073561926347	-0.35896956829992677	-0.021553849747002925	1.1529138059118043	1.726549263409742	0.5439680801009168	0.7502809744011938	-0.281740068678018	1.3447513546370558	1.8055623724174064	0.7904866317818315	1.1583141059241098	0.5888021573459675	1.4676791392464317	0.8744357206201734	1.0980477305345808	0.746337411903521	1.5780626495573398	0.4812962698705829	0.9207691527007635	0.6059661492307332	0.3569785645531988	0.4445963192682035
-188	2.0404782243709927	0.1994422371120421	0.1728774155781978	-0.025097984757238005	1.3976212704657913	0.6368080957547324	-0.3987423767512984	0.044765002912511	-0.47044625759557784	1.2607467142699234	1.5207977256525425	0.47089770317396684	-0.5161148892723441	-0.0036081026682803956	1.182281848783519	1.6787791209751133	0.38428640268577596	0.34459820302744937	-0.20363600500668913	1.3574535812437796	1.7163693861542548	0.45418003086815245	0.7503175120483488	0.4295206357125159	1.5676612814424264	0.8401278236158807	0.67944580145	0.41521188511921703	1.5786331852156894	0.49095615620636246	0.6548349244750882	0.5029296266255799	0.25435125763571786	0.3644314399101298
-184	1.60339676929013	0.5312199579178317	-0.35093820006458876	0.026048565217651396	1.5267587861614789	0.6166840180086048	-0.06333153678878412	0.1278446909537735	-0.28355970907144934	1.2296472756811447	1.5752427538201357	0.6157000049304923	-0.566431640148572	0.24461154577962438	1.2211393087073859	1.6243337351796523	0.42474916470100316	-0.16304071206413845	-0.03645657366250503	1.3412815298548617	1.6163625676353854	0.29815924092355084	0.1969645614419518	0.3714887788453299	1.5765801628362293	0.8543650486356297	0.3323287955476692	0.14760859273359397	1.5643652638039585	0.5401512370777165	0.43902876862308055	0.4920483815167915	0.18978069674737416	0.28330394554136384
-180	0.6856695396277985	0.700723467488198	-0.8632180072924773	0.1296059634989559	1.5452957114305346	0.7410525660878539	0.5283831940661987	0.25387588079251194	0.140992983819709	1.1197440595966242	1.6654295879277627	0.9031393505182542	-0.5506437406942614	0.6328825338597363	1.2692067591094038	1.6186075169705378	0.6705760938880128	-0.6343151910979404	0.21204453653205235	1.331204530215997	1.552754994286763	0.377623288870125	-0.38192912839782794	0.4436542976622292	1.5074615440455879	0.9422253346496131	0.13097338345361811	0.005172820748739695	1.5527790745631913	0.6385214908691199	0.3366567782008504	0.5931214675233557	0.20159918018940579	0.240712001312007
-176	-0.3608255675265793	0.539274333545995	-1.140425679188573	0.20630183763869908	1.403109427724274	1.00537299856031	1.1630088061533457	0.3434633603961135	0.5763934836140212	0.9518679952430961	1.7773531630464892	1.2315251796146969	-0.5083414899389427	0.9777678822626661	1.2813636032178097	1.6599695640615433	1.0203489039408955	-0.927686510128062	0.4620430159824251	1.3174313273546527	1.5177454910105903	0.6287614091257259	-0.8377385714360914	0.581256805382901	1.3569756712031773	1.0559359762234832	0.07370150815714134	-0.010276752498131586	1.5192470512179808	0.7427325229966069	0.34166636976763964	0.7445527296341621	0.27797108818445143	0.24775394734773276
-172	-1.1185926170717602	0.09173921472514115	-1.0093611453321623	0.19180732917042664	1.0775601836655304	1.305863377135141	1.6115202863060583	0.32769814050908275	0.7791969756480732	0.7400789838225508	1.8421918107251944	1.4575234614766621	-0.43949481733940265	1.0955178709981213	1.1873362034384214	1.6773031907649114	1.2997840610112683	-0.9484552717104526	0.596304295941681	1.2431969611251454	1.4429219924736103	0.890193579333593	-1.0535643074138583	0.6618837697484292	1.1100242109883518	1.0951880188947671	0.08729425795688361	0.05216426016631159	1.4078060353021378	0.773471353485405	0.3836496164649258	0.8326454737621827	0.36057960896053465	0.2793469421963281
-168	-1.2990125384912437	-0.41460937156902616	-0.4668871450557356	0.07552541773324396	0.6024093612720314	1.4869558773645717	1.718512649965677	0.18764302087138546	0.6211530550532908	0.4937895821978965	1.7649019912029253	1.4511413537580953	-0.30964329760575326	0.895415184621313	0.9304599738471034	1.5612767895380744	1.3369950022320172	-0.6889372450600697	0.5212486969185317	1.0357723209933247	1.2343744008370565	0.9771603917246491	-0.9948395465529078	0.5718606695995866	0.7579611520704018	0.9626209711566518	0.06819105876156902	0.12581622568789877	1.1641000479871384	0.6613240225307568	0.36931693460681	0.754963872910794	0.3768914928457427	0.29003825710501935
-164	-0.8713921882563366	-0.708852408526787	0.2813423864890806	-0.09716816967035007	0.06919005495722413	1.4172670805434486	1.4571537934706986	-0.03288729853075425	0.15910349746111815	0.22392524722307236	1.4734866581908146	1.1523559064381153	-0.09573175733953453	0.42685699355119594	0.5076401220856415	1.225988742594068	1.045147177918508	-0.23876744448460302	0.22357210460483096	0.656943140755471	0.8328741171789638	0.7739826421269974	-0.7187213879559108	0.2693235569353035	0.3210856608390406	0.6256840213237421	-0.05933521300474735	0.1660763319114013	0.7750833014946409	0.3962599923142827	0.23826336800501022	0.4835779952714688	0.2834438078399762	0.24353620348478536
