time	FP1	FPZ	FP2	F7	F3	FZ	F4	F8	FT7	FC3	FCZ	FC4	FT8	T7	C3	CZ	C4	T8	TP7	CP3	CPZ	CP4	TP8	P7	P3	PZ	P4	P8	PO3	POZ	PO4	O1	OZ	O2
-200	-0.021684532930343028	-0.026123732262458833	0.7353852968722735	-0.008985519386493432	1.1891676157491662	1.3964022362739228	0.7159182411238462	-0.23695409238117957	-0.1638018484748373	1.2402785985150209	1.3181633915999358	0.7605333905091896	-0.06191553532346231	0.9097112394253069	0.37948346042190123	0.9019838548775558	0.24891938206292233	-0.1449290808356426	-0.035282529801457435	-0.17902354850869473	0.3174127332302871	0.03891647969791652	-0.37702569270311564	0.2279307985511551	0.13395988907371006	0.17593353942321163	-0.20396895655156383	-0.21157313829887514	0.11231159390465383	0.2227264041045705	-0.437665044156385	-0.6003308877093163	-0.8593906738518231	-0.44305559880929435
-196	0.2745682292204934	0.26911172202830663	0.7068585735594394	0.2848812632520727	1.2650448051938252	1.4904813728848454	0.9542093252886069	0.08911547787339753	0.04682696226337462	1.2610377041449823	1.4103517496740674	1.0221934292734578	-0.018349382980033725	0.9891516541302872	0.37953781985779916	1.0775798531982568	0.525575457676498	0.058832008243082184	0.04250413168666321	0.015138572043702265	0.5160444961870421	0.32835462606498145	-0.20509363659099114	0.6384515746209749	0.44711750632887	0.4179327477393769	0.20026881942253907	-0.041058413580705604	0.566247461796681	0.7010795456351873	0.03434292590888075	0.00019161535553219054	-0.19916890511295343	0.0032449834898142633
-192	0.8022006729853192	0.7994925359567867	0.6146763547637042	0.7170176487939525	1.2686059442915847	1.6202125508409972	1.1503970593971624	0.4440806198829088	0.38332354925650525	1.2981494632370751	1.512625452037311	1.2771614757717542	0.06546472741526478	1.023358938494453	0.548637150332964	1.3084901538237603	0.8057478049915918	0.30757924836703754	0.3237112752370899	0.3449221542709857	0.8258831480155535	0.6919618231469158	0.09096944309155226	1.1462045879035359	0.88633584752418	0.8071879724150187	0.7169390302676922	0.21554729288040173	1.1677827805599328	1.336354490720878	0.6523472054223786	0.7652400116673505	0.5897461161028921	0.5810801372162328
-188	1.3330664601047897	1.3345134224577038	0.5178146945277571	1.1126502724212357	1.1459201545393858	1.6981449084323228	1.215075012953959	0.6982693654550569	0.7235681396335848	1.2987146344774083	1.5556304415527573	1.3953943217333156	0.1263539936928658	0.9083039141610683	0.7875829319142847	1.4477866851493164	0.9544301008922976	0.4311711181245018	0.6938452107077735	0.6711536628944281	1.087636587257949	0.9753384565523997	0.3463572552996195	1.5653291901168325	1.2842780319213891	1.1722437113729498	1.1523122758382498	0.3953210105451843	1.7109072165208286	1.899139399502009	1.2209123342206543	1.457966204776936	1.2763602701387062	1.1107246847719836
-184	1.6317802626419307	1.6360983807264264	0.47888651369304264	1.3258486952685817	0.9100351310641985	1.6594864088122137	1.107167241162191	0.7970258573436296	0.9354092455135323	1.215139862807311	1.4817084036610844	1.2984900441764617	0.14051079714585468	0.6263214929980054	0.9501491165014031	1.3798234427900844	0.8850503541535547	0.3428907981798467	0.9600257253250389	0.8370657542075655	1.149096486051447	1.042577860107307	0.428183286301067	1.7112015442559865	1.4582633935350358	1.3372313942525995	1.3316919769997395	0.3698495319088558	1.985107536072375	2.1776452009533904	1.560811277263554	1.84983264932895	1.6656298595337025	1.431900736054598
-180	1.5706359108370769	1.574891324835427	0.5325013981726225	1.315928217426502	0.6542499644927394	1.5013231001142477	0.8618566968138892	0.7722976188234514	0.9436058974284152	1.050535795420467	1.2862137523602275	1.0076810096094755	0.14401431345342305	0.28935408519169237	0.9387103295467933	1.0946308346768134	0.615786968107	0.08975987858759853	0.9682426428190942	0.7674658279115782	0.9552766060552604	0.8563792683914391	0.3107947997352618	1.5055478773252609	1.3190110888557913	1.219936248560277	1.1949511736264098	0.12211008339092806	1.888385529518784	2.0866777844197553	1.5957877595666043	1.834283347267073	1.6920428233342037	1.4826184473752175
-176	1.1918462484786094	1.1932629316720542	0.667768536312246	1.1605714530253441	0.5128116594718766	1.2872818675919058	0.5802375659598151	0.7066104394238659	0.7691435198438353	0.8694889523488188	1.0278792355335165	0.6394118650505267	0.21253035908922877	0.08761624224714734	0.7651552538626938	0.7016608697342139	0.2684087746519228	-0.17345130399780753	0.698336718703483	0.5173417912773031	0.5839706644573175	0.505538521920812	0.08911133535059611	1.0290604803806929	0.9289140081794673	0.877004800012796	0.8306130745897627	-0.23944596885785174	1.4843187294677875	1.7085750059859455	1.3817219699306769	1.4773611985100117	1.4432995282926644	1.3223984208098245
-172	0.6876730305475754	0.6852079612598233	0.8336766341141935	1.0028569673014036	0.590052662790198	1.1175110311903966	0.3872997154947879	0.6794861537944111	0.5220210539035811	0.7666812519743806	0.8045657852840353	0.3534593275206106	0.4160333265291151	0.17450296834756934	0.5425819144855201	0.37680759930843316	0.012696285700035434	-0.26867952875013146	0.2819435887370897	0.24299536584062012	0.20942199177320123	0.1667608316502737	-0.07536105792569078	0.49002131696006546	0.4759690749549098	0.4747476565772563	0.43271183858341095	-0.53602629764645	0.9720330809847256	1.2469522921550928	1.06876647202544	0.9812810992261471	1.1066206665709806	1.0923351021844407
-168	0.3060329250715336	0.30086404009198436	0.9646748876057814	0.9660865044044329	0.8970779157877693	1.079463479177693	0.37654167318643916	0.7289464455320237	0.3496847739927717	0.8106163123645539	0.7066268903057824	0.27822840143529715	0.7682045678770593	0.5607125148921678	0.4141228784595977	0.2717561118894128	-0.014994187242679015	-0.09324473119081869	-0.0686390472705698	0.11334484041922653	0.014163319917027023	0.020035132715186112	-0.0448140575350373	0.12294972656917849	0.17698922708648562	0.20338027127892597	0.20394803532130049	-0.6110572799513693	0.5849785193932799	0.91929667955995	0.8202592113766154	0.5810707792870267	0.8684453346260814	0.9360483861178451
-164	0.23110032023256782	0.22581434192865288	1.0133750413104925	1.0864998074756627	1.3337328400316961	1.2062618701997208	0.5699380621825657	0.8471978881427082	0.3664652099893761	0.9976708267772354	0.774139700365584	0.4527821231377646	1.201804396456092	1.085116979720365	0.46319562079785914	0.43634256610377	0.22509659769924095	0.3223017446010002	-0.18113963260216803	0.21372389739435899	0.09809706335334573	0.16286665160067257	0.21842759792493324	0.07051584851819644	0.16375365811965806	0.18256644858519896	0.25778987938645087	-0.4084112037837717	0.4733432817429266	0.8473942258421027	0.7339138966150631	0.43009966503272457	0.8219521024932519	0.926391301200363
